Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
CO4 4RX,No,51.906929,0.917993,600819,227178,TM008271,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4RY,No,51.906166,0.918278,600842,227094,TM008270,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4RZ,No,51.912215,0.925316,601299,227786,TM012277,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4SA,No,51.903319,0.922469,601143,226789,TM011267,Highwoods,"Colchester, unparished area",1986-07-01,2001-12-01,37,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4SB,No,51.910724,0.917628,600777,227599,TM007275,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 4SD,No,51.905854,0.920002,600962,227064,TM009270,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4SE,No,51.906810,0.916633,600726,227161,TM007271,Highwoods,"Colchester, unparished area",1991-09-01,2001-12-01,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4SF,No,51.906640,0.915488,600648,227139,TM006271,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4SG,No,51.912699,0.917800,600780,227819,TM007278,Highwoods,"Colchester, unparished area",1986-04-01,2001-12-01,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4SH,No,51.912830,0.916485,600689,227830,TM006278,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4SJ,No,51.912898,0.917391,600751,227840,TM007278,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4SL,No,51.911836,0.915214,600606,227716,TM006277,Highwoods,"Colchester, unparished area",1992-01-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4SN,No,51.911195,0.917877,600792,227652,TM007276,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 4SP,No,51.907984,0.914993,600608,227287,TM006272,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4SQ,No,51.912559,0.915464,600620,227797,TM006277,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4SR,No,51.911087,0.918233,600817,227641,TM008276,Highwoods,"Colchester, unparished area",1986-07-01,2001-12-01,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 4SS,No,51.912966,0.913556,600487,227837,TM004278,Highwoods,"Colchester, unparished area",1992-01-01,2001-12-01,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4ST,No,51.911560,0.912564,600425,227678,TM004276,Highwoods,"Colchester, unparished area",1987-04-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4SU,No,51.913188,0.913294,600468,227861,TM004278,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4SW,No,51.909934,0.917228,600753,227510,TM007275,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4SX,No,51.912031,0.913539,600490,227733,TM004277,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4SY,No,51.912195,0.914524,600557,227754,TM005277,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4SZ,No,51.913108,0.919775,600914,227870,TM009278,Highwoods,"Colchester, unparished area",1991-09-01,2001-12-01,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4TB,No,51.919419,0.925334,601268,228587,TM012285,Highwoods,"Colchester, unparished area",1992-01-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4TE,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1993-01-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4TG,No,51.920837,0.925455,601270,228745,TM012287,Highwoods,"Colchester, unparished area",1991-09-01,2001-12-01,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4TH,No,51.908434,0.918221,600828,227346,TM008273,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4TJ,No,51.911652,0.917587,600770,227702,TM007277,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 4TL,No,51.912837,0.911861,600371,227818,TM003278,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4TN,No,51.906214,0.922512,601133,227111,TM011271,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4TP,No,51.912399,0.911367,600339,227768,TM003277,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4TQ,No,51.907275,0.923250,601179,227231,TM011272,Highwoods,"Colchester, unparished area",2000-06-01,2001-07-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4TR,No,51.914673,0.915441,600609,228032,TM006280,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4TS,No,51.914609,0.916935,600712,228029,TM007280,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4TT,No,51.915072,0.914943,600573,228075,TM005280,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,49,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4TU,No,51.913930,0.915669,600628,227950,TM006279,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4TW,No,51.906818,0.920298,600978,227172,TM009271,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4TX,No,51.912214,0.927526,601451,227792,TM014277,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4TY,No,51.911995,0.927294,601436,227767,TM014277,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4TZ,No,51.921477,0.928987,601510,228826,TM015288,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4UA,No,51.907275,0.923235,601178,227231,TM011272,Highwoods,"Colchester, unparished area",1996-12-01,1997-12-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4UB,No,51.907275,0.923235,601178,227231,TM011272,Highwoods,"Colchester, unparished area",1996-12-01,1997-12-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4UD,No,51.907275,0.923250,601179,227231,TM011272,Highwoods,"Colchester, unparished area",2000-06-01,2001-06-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4UE,No,51.913146,0.915720,600635,227863,TM006278,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4UF,No,51.913436,0.917077,600727,227899,TM007278,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4UG,No,51.914272,0.915662,600626,227988,TM006279,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4UH,No,51.906141,0.916022,600687,227085,TM006270,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,39,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4UJ,No,51.906938,0.914358,600569,227169,TM005271,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,40,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4UL,No,51.907275,0.923250,601179,227231,TM011272,Highwoods,"Colchester, unparished area",1994-05-01,1998-12-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4UN,No,51.910257,0.912537,600429,227533,TM004275,Highwoods,"Colchester, unparished area",1990-07-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4UP,No,51.909971,0.912097,600400,227500,TM003275,Highwoods,"Colchester, unparished area",1992-08-01,1994-12-01,42,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4UQ,No,51.913901,0.917543,600757,227952,TM007279,Highwoods,"Colchester, unparished area",1990-02-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4UR,No,51.908764,0.913619,600510,227370,TM005273,Highwoods,"Colchester, unparished area",1990-07-01,2001-12-01,39,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4US,No,51.908764,0.913619,600510,227370,TM005273,Highwoods,"Colchester, unparished area",2001-01-01,2001-03-01,39,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4UT,No,51.914317,0.918196,600800,228000,TM008280,Highwoods,"Colchester, unparished area",1991-01-01,1995-12-01,46,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4UU,No,51.914317,0.918196,600800,228000,TM008280,Highwoods,"Colchester, unparished area",1991-09-01,1994-12-01,46,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4UW,No,51.909791,0.913205,600477,227483,TM004274,Highwoods,"Colchester, unparished area",1990-07-01,2001-12-01,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4UX,No,51.913917,0.920904,600988,227963,TM009279,Highwoods,"Colchester, unparished area",1991-09-01,2001-12-01,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 4UY,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2001-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4UZ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2000-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4WA,No,51.907275,0.923250,601179,227231,TM011272,Highwoods,"Colchester, unparished area",1998-12-01,1999-12-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4WB,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1997-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4WD,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1995-01-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4WE,No,51.914317,0.918196,600800,228000,TM008280,Highwoods,"Colchester, unparished area",1995-01-01,1996-06-01,46,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4WF,No,51.914317,0.918196,600800,228000,TM008280,Highwoods,"Colchester, unparished area",1995-01-01,1996-06-01,46,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4WG,No,51.913022,0.927593,601452,227882,TM014278,Highwoods,"Colchester, unparished area",1995-01-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4WH,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1995-07-01,1997-06-01,7,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4WJ,No,51.907275,0.923250,601179,227231,TM011272,Highwoods,"Colchester, unparished area",1995-12-01,1998-12-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4WL,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2000-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4WN,No,51.921662,0.924069,601171,228833,TM011288,Highwoods,"Colchester, unparished area",1995-12-01,2001-12-01,49,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4WQ,No,51.904631,0.924314,601264,226940,TM012269,St Anne's and St John's,"Colchester, unparished area",1995-07-01,1997-06-01,39,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021710,Colchester 022C,E01021710,Colchester 022C
CO4 4WR,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1997-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4WS,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1997-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4WT,No,51.907275,0.923250,601179,227231,TM011272,Highwoods,"Colchester, unparished area",1997-06-01,1998-12-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4WU,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1997-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4WW,No,51.903146,0.918591,600877,226759,TM008267,Highwoods,"Colchester, unparished area",1995-12-01,1997-06-01,31,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4WX,No,51.916763,0.921074,600987,228280,TM009282,Highwoods,"Colchester, unparished area",1997-12-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4XA,No,51.893843,0.917261,600827,225721,TM008257,St Anne's and St John's,"Colchester, unparished area",1993-01-01,1997-06-01,16,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021702,Colchester 022D,E01021702,Colchester 022D
CO4 4XB,No,51.893843,0.917261,600827,225721,TM008257,St Anne's and St John's,"Colchester, unparished area",1990-02-01,2001-12-01,16,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021702,Colchester 022D,E01021702,Colchester 022D
CO4 4XD,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2000-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4XE,No,51.916325,0.923518,601157,228238,TM011282,Highwoods,"Colchester, unparished area",1998-06-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 4XF,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2000-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4XG,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2000-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4XH,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2000-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4XJ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2000-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4XL,No,51.902492,0.918490,600873,226686,TM008266,Highwoods,"Colchester, unparished area",2001-12-01,2001-12-01,26,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4XN,No,51.915455,0.920887,600980,228134,TM009281,Highwoods,"Colchester, unparished area",1997-06-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 4XP,No,51.918740,0.923311,601132,228506,TM011285,Highwoods,"Colchester, unparished area",1993-01-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4XQ,No,51.907275,0.923250,601179,227231,TM011272,Highwoods,"Colchester, unparished area",1992-01-01,1999-12-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4XR,No,51.910757,0.915216,600611,227596,TM006275,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4XS,No,51.913735,0.918434,600819,227936,TM008279,Highwoods,"Colchester, unparished area",1992-01-01,2001-12-01,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021668,Colchester 002A,E01021668,Colchester 002A
CO4 4XT,No,51.914663,0.920545,600960,228045,TM009280,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021669,Colchester 002B,E01021669,Colchester 002B
CO4 4XU,No,51.889965,0.920978,601100,225300,TM011253,Greenstead,"Colchester, unparished area",1992-08-01,1994-12-01,11,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021706,Colchester 022H,E01021706,Colchester 022H
CO4 4XW,No,51.918929,0.923687,601157,228528,TM011285,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4XX,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1996-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4XY,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1993-01-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4XZ,No,51.907275,0.923250,601179,227231,TM011272,Highwoods,"Colchester, unparished area",1995-07-01,1998-12-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4YA,No,51.921681,0.928375,601467,228847,TM014288,Highwoods,"Colchester, unparished area",1992-01-01,2001-12-01,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4YB,No,51.909301,0.915922,600666,227436,TM006274,Highwoods,"Colchester, unparished area",1990-07-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4YD,No,51.909974,0.916329,600691,227512,TM006275,Highwoods,"Colchester, unparished area",1990-07-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4YE,No,51.909181,0.917106,600748,227426,TM007274,Highwoods,"Colchester, unparished area",1990-07-01,2001-12-01,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4YF,No,51.908483,0.916625,600718,227347,TM007273,Highwoods,"Colchester, unparished area",1990-07-01,2001-12-01,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021671,Colchester 002D,E01021671,Colchester 002D
CO4 4YG,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1995-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4YH,No,51.907426,0.923332,601184,227248,TM011272,Highwoods,"Colchester, unparished area",1997-06-01,2001-04-01,43,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4YJ,No,51.906736,0.933698,601900,227200,TM018271,St Anne's and St John's,"Colchester, unparished area",1993-01-01,1997-08-01,39,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021710,Colchester 022C,E01021710,Colchester 022C
CO4 4YL,No,51.907275,0.923235,601178,227231,TM011272,Highwoods,"Colchester, unparished area",1993-01-01,1998-06-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4YN,No,51.904683,0.937054,602140,226981,TM021269,St Anne's and St John's,"Colchester, unparished area",2001-12-01,2001-12-01,38,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021708,Colchester 022A,E01021708,Colchester 022A
CO4 4YP,No,51.906657,0.934333,601944,227193,TM019271,St Anne's and St John's,"Colchester, unparished area",1990-07-01,2001-12-01,38,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021710,Colchester 022C,E01021710,Colchester 022C
CO4 4YQ,No,51.923253,0.923765,601143,229009,TM011290,Highwoods,"Colchester, unparished area",1991-09-01,2001-12-01,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4YR,No,51.921741,0.920903,600953,228833,TM009288,Highwoods,"Colchester, unparished area",1997-12-01,2001-12-01,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 4YS,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1998-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4YT,No,51.914245,0.925404,601296,228012,TM012280,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4YU,No,51.913108,0.924865,601264,227884,TM012278,Highwoods,"Colchester, unparished area",1992-08-01,2001-12-01,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4YW,No,51.904683,0.937054,602140,226981,TM021269,St Anne's and St John's,"Colchester, unparished area",1993-08-01,2001-12-01,38,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021708,Colchester 022A,E01021708,Colchester 022A
CO4 4YX,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1998-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4YZ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2000-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
